<>	1	2	3	4	5	6	7	8	9	10	11	12	
E	0.79616	1.0652	1.1303	0.90212	1.0814	1.1259	1.1733	0.78892	1.0067	0.65102	0.86074	1.3268	
F	0.7519	1.0136	1.0883	0.98068	0.99546	1.234	1.1656	0.82706	0.96784	0.67838	0.82294	1.2973	
G	0.7771	1.0499	1.1238	0.96522	1.0767	1.2418	1.2958	0.8316	1.0141	0.67184	0.88176	1.2798	
H	0.82094	1.1239	1.1001	1.3361	0.91602	1.1845	1.1514	0.90902	1.1729	0.92338	0.80844	1.2624	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	1.2804	1.4208	1.4393	1.4147	1.4742	1.4699	1.4496	1.3639	1.4567	1.3712	1.4452	1.3369	
B	1.3097	1.4399	1.4684	1.4311	1.5065	1.5062	1.4946	1.3221	1.4667	1.2197	1.4556	1.432	
C	1.3216	1.4756	1.3282	1.4106	1.5246	1.5643	1.5136	1.3131	1.4813	1.052	1.4479	1.4557	
D	1.4159	1.5774	1.4092	1.4254	1.4672	1.5109	1.5069	1.3199	1.4444	1.1228	1.4481	1.4463	
E	0.81814	1.092	1.1232	0.9192	1.0996	1.1635	1.1749	0.8024	1.0109	0.66232	0.86444	1.3243	
F	0.77738	1.036	1.0904	0.99448	1.0196	1.2802	1.1716	0.84178	0.9731	0.69148	0.8231	1.2653	
G	0.7943	1.0783	1.1275	0.97686	1.0917	1.273	1.3103	0.83492	1.0185	0.67816	0.89428	1.2795	
H	0.84188	1.149	1.1081	1.3531	0.9265	1.2147	1.1663	0.9228	1.2129	0.9547	0.81468	1.2383	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	1.2759	1.4186	1.4363	1.4169	1.4746	1.4724	1.4488	1.3745	1.4554	1.4154	1.4442	1.3341	
B	1.308	1.4399	1.4675	1.431	1.5099	1.5053	1.4974	1.3315	1.4711	1.2617	1.4611	1.4332	
C	1.282	1.4754	1.3452	1.4085	1.5238	1.5664	1.5002	1.3219	1.4725	1.1131	1.4534	1.4542	
D	1.4152	1.5795	1.4107	1.4253	1.4701	1.4981	1.5036	1.3294	1.4452	1.1684	1.452	1.4459	
E	0.83708	1.1078	1.1312	0.92748	1.1175	1.1964	1.1723	0.81188	1.0107	0.67576	0.8651	1.319	
F	0.79428	1.0439	1.0849	1.0096	1.038	1.3024	1.1579	0.8456	0.9784	0.70276	0.82372	1.2606	
G	0.81328	1.0876	1.1243	0.99698	1.104	1.3078	1.3296	0.84038	1.0193	0.69464	0.89656	1.2793	
H	0.85554	1.1633	1.0976	1.372	0.93336	1.2369	1.1577	0.93604	1.2423	0.98648	0.81162	1.2229	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	1.2683	1.4159	1.4329	1.4218	1.4745	1.4724	1.4443	1.3601	1.4553	1.4495	1.4439	1.3309	
B	1.3058	1.4384	1.469	1.4309	1.5107	1.5214	1.5023	1.3396	1.4722	1.3041	1.4638	1.4314	
C	1.2731	1.4742	1.4023	1.4092	1.5216	1.5561	1.5017	1.3284	1.4586	1.1604	1.4588	1.4535	
D	1.4127	1.581	1.4147	1.4256	1.4716	1.477	1.5072	1.336	1.445	1.2154	1.4567	1.4449	
E	0.86112	1.1297	1.132	0.9412	1.1282	1.2315	1.1713	0.81192	1.0188	0.68718	0.86662	1.3106	
F	0.81592	1.0613	1.0845	1.0353	1.0508	1.3298	1.1657	0.86242	0.98424	0.7161	0.82414	1.254	
G	0.83496	1.1139	1.13	1.0222	1.1153	1.3403	1.3425	0.84676	1.0207	0.70572	0.90162	1.2631	
H	0.88316	1.1862	1.0829	1.3789	0.94414	1.2672	1.1608	0.95084	1.2716	1.0138	0.81358	1.2063	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	1.2627	1.4135	1.4285	1.4122	1.4602	1.4545	1.4416	1.3395	1.4563	1.4816	1.443	1.3282	
B	1.272	1.4371	1.466	1.431	1.5124	1.5065	1.4978	1.3436	1.4711	1.3383	1.4647	1.43	
C	1.2673	1.4742	1.4086	1.4095	1.52	1.536	1.5074	1.3326	1.4528	1.2073	1.4629	1.453	
D	1.4102	1.5826	1.4176	1.426	1.4721	1.4452	1.507	1.3417	1.4448	1.2539	1.46	1.4457	
E	0.86672	1.117	1.1219	0.9356	1.1404	1.2972	1.18	0.8488	1.0171	0.7001	0.86856	1.3015	
F	0.82272	1.0519	1.0987	1.0402	1.0561	1.3567	1.1632	0.86646	0.98308	0.72332	0.82958	1.2547	
G	0.84408	1.0991	1.1217	1.0306	1.1257	1.3552	1.3448	0.84764	1.0232	0.71496	0.89338	1.2546	
H	0.89294	1.1728	1.0746	1.2322	0.93388	1.2964	1.1919	0.96046	1.3021	1.0471	0.81952	1.202	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	1.259	1.4125	1.4211	1.3992	1.4584	1.4375	1.441	1.3369	1.4591	1.5011	1.4441	1.3226	
B	1.2652	1.4337	1.4671	1.4316	1.5124	1.4821	1.4902	1.3606	1.4729	1.3748	1.4665	1.4287	
C	1.2614	1.4736	1.4154	1.4093	1.5202	1.5408	1.5147	1.3449	1.4507	1.2542	1.4685	1.4519	
D	1.4086	1.5842	1.425	1.4255	1.4737	1.4408	1.5087	1.3558	1.4453	1.291	1.4626	1.4478	
E	0.90938	1.1911	1.1298	0.95956	1.1567	1.3545	1.1842	0.84512	1.0262	0.71338	0.8718	1.2831	
F	0.8576	1.1001	1.1002	1.0726	1.0931	1.372	1.2127	0.89042	1.0056	0.73348	0.83462	1.2833	
G	0.88382	1.1813	1.1287	1.0719	1.141	1.4068	1.3567	0.84868	1.0262	0.72716	0.88732	1.2329	
H	0.92888	1.2276	1.0837	1.1945	0.9509	1.3325	1.2591	0.97502	1.3316	1.0646	0.82254	1.2061	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	1.2532	1.4091	1.4182	1.3975	1.4606	1.4367	1.4353	1.3364	1.4617	1.5045	1.4441	1.3199	
B	1.2596	1.4332	1.463	1.4313	1.5128	1.482	1.4916	1.3654	1.472	1.401	1.4664	1.427	
C	1.2568	1.4715	1.4182	1.4098	1.5188	1.5317	1.5187	1.3469	1.4498	1.2881	1.4694	1.4509	
D	1.408	1.5853	1.4342	1.4256	1.4746	1.437	1.51	1.364	1.4462	1.3323	1.4641	1.4471	
E	0.90934	1.1666	1.1275	0.96352	1.1635	1.3608	1.1819	0.84276	1.0273	0.72108	0.87336	1.2791	
F	0.86118	1.0822	1.1016	1.0677	1.0898	1.4049	1.2006	0.89242	0.99916	0.7394	0.83296	1.2672	
G	0.8873	1.1534	1.1283	1.0593	1.1515	1.4088	1.3554	0.85824	1.0281	0.73392	0.8785	1.2262	
H	0.93874	1.2057	1.0709	1.1771	0.94918	1.3543	1.2768	0.98846	1.3271	1.0708	0.8218	1.1969	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	1.2501	1.409	1.4146	1.3669	1.4604	1.4317	1.4385	1.3362	1.4626	1.5128	1.4456	1.3156	
B	1.2577	1.3913	1.4609	1.4312	1.5136	1.5117	1.492	1.3732	1.4722	1.4276	1.4685	1.4253	
C	1.2544	1.4707	1.4455	1.411	1.5207	1.5334	1.5232	1.3538	1.4495	1.3283	1.4717	1.4508	
D	1.4076	1.5868	1.4405	1.4261	1.476	1.4376	1.5097	1.3767	1.4469	1.3571	1.4659	1.4471	
E	0.93266	1.1907	1.1319	0.97826	1.1734	1.3898	1.1762	0.85356	1.0327	0.7371	0.8746	1.2695	
F	0.88186	1.1019	1.0772	1.0837	1.1103	1.4257	1.2059	0.90418	1.0077	0.74674	0.83776	1.2776	
G	0.90894	1.1842	1.0997	1.0762	1.1618	1.4284	1.3607	0.85866	1.0344	0.73086	0.87156	1.2156	
H	0.95578	1.2185	1.0812	1.1891	0.95844	1.39	1.2709	0.9977	1.3236	1.077	0.82682	1.197	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	1.246	1.4063	1.4099	1.3586	1.4584	1.4279	1.4366	1.3384	1.4637	1.4998	1.4485	1.3121	
B	1.2552	1.3856	1.4583	1.4308	1.5138	1.4571	1.4908	1.3822	1.4731	1.448	1.4697	1.424	
C	1.2522	1.4701	1.403	1.4097	1.521	1.5262	1.5229	1.3616	1.4491	1.3584	1.4729	1.4504	
D	1.4101	1.5886	1.446	1.4246	1.4762	1.4077	1.5032	1.3619	1.4467	1.3847	1.4663	1.4488	
E	0.96106	1.2255	1.1315	1.0022	1.1843	1.4123	1.1918	0.81208	1.0373	0.74742	0.87456	1.2341	
F	0.90882	1.1385	1.0669	1.1052	1.1249	1.4358	1.2165	0.93288	1.0218	0.75324	0.84112	1.284	
G	0.93578	1.2264	1.1173	1.0981	1.1735	1.4487	1.368	0.8664	1.0566	0.74014	0.86232	1.2118	
H	0.97984	1.2471	1.0813	1.2085	0.96566	1.4102	1.2708	1.0148	1.3185	1.0827	0.82878	1.2026	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	1.2407	1.4053	1.4066	1.3592	1.4566	1.4241	1.436	1.3379	1.4493	1.4886	1.4512	1.31	
B	1.2521	1.3843	1.4553	1.43	1.5139	1.4917	1.4837	1.384	1.4721	1.4636	1.4704	1.4249	
C	1.2476	1.4694	1.3554	1.4098	1.5224	1.5264	1.5178	1.3642	1.4495	1.3903	1.4722	1.4492	
D	1.4141	1.5905	1.455	1.4243	1.477	1.4166	1.5017	1.3445	1.4476	1.4087	1.4668	1.4482	
E	0.97134	1.2275	1.1286	1.0037	1.1937	1.4327	1.1856	0.79444	1.0392	0.75954	0.87424	1.2164	
F	0.91948	1.1421	1.0713	1.105	1.1392	1.4357	1.2151	0.94396	1.027	0.76018	0.83898	1.2873	
G	0.94748	1.2243	1.1374	1.0945	1.1807	1.462	1.372	0.86552	1.0759	0.74696	0.85496	1.2106	
H	0.99496	1.2478	1.0778	1.2039	0.96598	1.437	1.2552	1.0201	1.3112	1.0949	0.83016	1.2039	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	1.2366	1.4034	1.4055	1.3566	1.4593	1.4208	1.4384	1.34	1.4478	1.4861	1.4539	1.3102	
B	1.25	1.3808	1.4476	1.4298	1.5146	1.5234	1.4817	1.3866	1.472	1.4701	1.4707	1.4218	
C	1.2466	1.4678	1.3482	1.4096	1.5227	1.5196	1.5159	1.3695	1.4518	1.4163	1.473	1.4503	
D	1.39	1.5935	1.4614	1.4241	1.4781	1.403	1.5029	1.3389	1.4479	1.4287	1.4657	1.4477	
E	0.99414	1.2461	1.1319	1.0071	1.2047	1.4442	1.1921	0.8057	1.0464	0.77362	0.87462	1.2053	
F	0.93876	1.161	1.0714	1.1145	1.1614	1.4358	1.23	0.96766	1.0429	0.7761	0.84246	1.3029	
G	0.9681	1.2454	1.1582	1.1125	1.1893	1.4693	1.3732	0.87162	1.083	0.7611	0.86066	1.2156	
H	1.0195	1.2669	1.0852	1.2237	0.97668	1.4478	1.2737	1.0357	1.3093	1.1047	0.8289	1.2099	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	1.2303	1.4001	1.4033	1.3526	1.4612	1.4169	1.4375	1.3198	1.4482	1.4856	1.4432	1.3099	
B	1.2471	1.3841	1.4361	1.4299	1.5154	1.5164	1.4803	1.3869	1.4722	1.4742	1.4706	1.4197	
C	1.2431	1.4683	1.3586	1.4092	1.524	1.4998	1.5121	1.372	1.4535	1.4398	1.4736	1.4505	
D	1.3889	1.5973	1.4688	1.4241	1.4782	1.3827	1.5044	1.338	1.4487	1.4442	1.4667	1.4474	
E	1.0109	1.2301	1.1191	0.9973	1.2119	1.4503	1.1803	0.8573	1.0464	0.78548	0.87664	1.1999	
F	0.95646	1.1426	1.0804	1.102	1.1729	1.4317	1.2251	0.96582	1.0354	0.77678	0.84374	1.2953	
G	0.98824	1.2329	1.1594	1.1012	1.198	1.4736	1.3706	0.876	1.0923	0.76178	0.92624	1.2068	
H	1.0494	1.255	1.0936	1.2206	0.9843	1.4436	1.2442	1.0466	1.3032	1.1124	0.83202	1.2038	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	1.2251	1.3941	1.4001	1.3518	1.4589	1.4149	1.4392	1.3148	1.4484	1.4867	1.4424	1.3102	
B	1.2477	1.3842	1.4357	1.4298	1.5154	1.5084	1.4847	1.3865	1.4719	1.4722	1.4716	1.4209	
C	1.2364	1.4683	1.3701	1.4084	1.5242	1.5125	1.5058	1.3752	1.4591	1.4561	1.4733	1.4493	
D	1.3888	1.6011	1.472	1.4238	1.4712	1.3686	1.5028	1.338	1.4503	1.4538	1.4663	1.4448	
E	1.0236	1.2345	1.1157	0.98838	1.2168	1.4551	1.1835	0.85246	1.0479	0.78828	0.87494	1.1953	
F	0.97188	1.1533	1.1474	1.111	1.1815	1.4243	1.2306	0.97922	1.0377	0.78862	0.84758	1.303	
G	1.0087	1.235	1.137	1.1198	1.206	1.4701	1.3733	0.87474	1.101	0.76076	0.9546	1.2072	
H	1.0645	1.2637	1.0997	1.2399	1.0172	1.4342	1.2631	1.0513	1.2998	1.1181	0.83148	1.206	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	1.2199	1.3895	1.3994	1.3486	1.4619	1.4107	1.4356	1.3157	1.4498	1.4903	1.4446	1.3109	
B	1.2464	1.3839	1.4385	1.4292	1.5164	1.5099	1.4894	1.3868	1.4739	1.4715	1.4727	1.3946	
C	1.2302	1.4678	1.3804	1.4083	1.5256	1.4831	1.501	1.3786	1.4609	1.4664	1.474	1.4499	
D	1.3903	1.6044	1.4714	1.4249	1.4692	1.3188	1.5025	1.3374	1.455	1.4559	1.4675	1.444	
E	1.0331	1.2833	1.1152	1.0335	1.2155	1.4544	1.2232	0.804	1.0489	0.81058	0.87732	1.2044	
F	0.98174	1.211	1.1182	1.1477	1.1826	1.4207	1.2493	1.0249	1.0534	0.81846	0.84932	1.327	
G	1.0164	1.2809	1.1364	1.1531	1.2105	1.4667	1.3747	0.88038	1.0997	0.77456	0.98996	1.2236	
H	1.065	1.3011	1.113	1.2498	1.0392	1.4348	1.2219	1.0655	1.2999	1.1282	0.8314	1.2239	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	1.2113	1.3878	1.3968	1.3476	1.4609	1.4081	1.437	1.3143	1.4494	1.4979	1.4465	1.3092	
B	1.245	1.3812	1.4337	1.4298	1.517	1.5048	1.4881	1.3876	1.4756	1.4686	1.4735	1.389	
C	1.2213	1.4671	1.3836	1.409	1.5263	1.5022	1.4924	1.3813	1.4628	1.4707	1.4743	1.4501	
D	1.3906	1.5916	1.4622	1.4244	1.4689	1.3644	1.5048	1.3383	1.4594	1.4571	1.4673	1.4434	
E	1.0298	1.2906	1.1177	1.0708	1.2174	1.4556	1.2086	0.85294	1.0499	0.81468	0.87464	1.2138	
F	0.98692	1.2308	1.0935	1.1643	1.1843	1.4325	1.2614	1.0105	1.0614	0.81428	0.84904	1.3406	
G	1.0155	1.2863	1.1331	1.165	1.2104	1.4635	1.3789	0.88694	1.116	0.77722	1.1548	1.2341	
H	1.0708	1.3099	1.1143	1.2575	1.0381	1.4369	1.2147	1.0809	1.299	1.1362	0.83208	1.2384	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	1.2041	1.3886	1.3932	1.343	1.4612	1.4018	1.4367	1.3132	1.4506	1.5034	1.4478	1.3096	
B	1.2427	1.381	1.4326	1.4082	1.5164	1.5028	1.4877	1.388	1.4768	1.4683	1.4744	1.3862	
C	1.2133	1.4669	1.3878	1.4098	1.527	1.4961	1.4878	1.3828	1.4666	1.4709	1.4748	1.4505	
D	1.3914	1.5978	1.4672	1.4243	1.4673	1.4564	1.506	1.338	1.4629	1.4573	1.4681	1.4428	
E	1.0702	1.2968	1.1213	1.0784	1.2159	1.4362	1.2179	0.84564	1.0468	0.79308	0.87748	1.2055	
F	1.0325	1.2323	1.0947	1.1603	1.1864	1.4321	1.2683	1.0168	1.0553	0.8222	0.85042	1.3327	
G	1.0696	1.2912	1.1178	1.1681	1.2055	1.4555	1.377	0.8939	1.1176	0.78646	1.1961	1.2226	
H	1.1199	1.3094	1.1068	1.2703	1.0725	1.4325	1.2381	1.0845	1.2976	1.1431	0.8265	1.2221	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	1.1948	1.3869	1.3883	1.3424	1.46	1.3978	1.4331	1.3087	1.4495	1.4972	1.4477	1.3081	
B	1.2407	1.3807	1.4254	1.4057	1.5173	1.4991	1.4882	1.3864	1.4795	1.467	1.4775	1.3824	
C	1.2035	1.467	1.3719	1.3874	1.5284	1.4841	1.4866	1.3818	1.4695	1.4683	1.4741	1.4489	
D	1.3933	1.6027	1.4678	1.4043	1.4663	1.5042	1.5071	1.3382	1.4577	1.4564	1.4688	1.4422	
E	1.0618	1.2995	1.1192	1.0833	1.2132	1.4166	1.2066	0.79666	1.0438	0.7989	0.87506	1.2147	
F	1.0264	1.2323	1.0662	1.163	1.1821	1.4326	1.2775	1.0269	1.0624	0.85682	0.85168	1.3391	
G	1.0562	1.2919	1.0931	1.1762	1.1995	1.4256	1.3733	0.89932	1.1169	0.81284	1.2154	1.228	
H	1.1163	1.3136	1.1237	1.2693	1.0948	1.4326	1.2097	1.0846	1.2958	1.1478	0.83458	1.2293	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	1.1832	1.3835	1.3845	1.3406	1.4593	1.3928	1.432	1.3096	1.4493	1.5012	1.4491	1.3009	
B	1.2349	1.3804	1.4245	1.4047	1.5177	1.4989	1.489	1.3882	1.4853	1.4674	1.4805	1.3807	
C	1.1962	1.4676	1.3753	1.3888	1.529	1.4686	1.4905	1.3829	1.4728	1.4678	1.4747	1.4504	
D	1.3952	1.609	1.4715	1.4026	1.4665	1.5015	1.5079	1.3394	1.4557	1.4569	1.4689	1.443	
E	1.1128	1.3094	1.1418	1.0825	1.2147	1.4196	1.2085	0.7954	1.0418	0.81408	0.87482	1.2323	
F	1.0808	1.2555	1.1099	1.1967	1.1882	1.3926	1.294	1.0232	1.0705	0.87522	0.85378	1.3522	
G	1.111	1.3098	1.0987	1.2202	1.1997	1.4468	1.379	0.90756	1.1194	0.81768	1.2118	1.2414	
H	1.1577	1.3224	1.1403	1.2936	1.0521	1.4367	1.3457	1.0916	1.2971	1.1513	0.83046	1.2486	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	1.1712	1.3829	1.3778	1.34	1.4591	1.3878	1.4292	1.3069	1.4473	1.5026	1.4508	1.2893	
B	1.2313	1.3812	1.424	1.4063	1.518	1.497	1.4904	1.3881	1.4702	1.4675	1.4799	1.3789	
C	1.1885	1.4676	1.3782	1.393	1.5298	1.4628	1.489	1.3834	1.481	1.4669	1.475	1.4514	
D	1.3948	1.6139	1.4787	1.4021	1.4654	1.4965	1.5091	1.3417	1.4617	1.4573	1.4711	1.4431	
E	1.1228	1.3155	1.1273	1.0894	1.2141	1.4154	1.2075	0.84468	1.0335	0.82692	0.87378	1.2309	
F	1.0975	1.2601	1.0812	1.1974	1.1869	1.3873	1.3029	1.0459	1.0716	0.91722	0.85542	1.352	
G	1.1242	1.315	1.0432	1.2246	1.2023	1.4473	1.3773	0.91236	1.1119	0.8274	1.2095	1.239	
H	1.1658	1.3273	1.1407	1.2947	1.159	1.4364	1.2425	1.1013	1.2953	1.159	0.83584	1.2501	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	1.1598	1.3785	1.3727	1.3382	1.4593	1.3841	1.4225	1.3059	1.4469	1.5051	1.4529	1.278	
B	1.2259	1.3819	1.4218	1.4071	1.5189	1.4931	1.492	1.3885	1.4704	1.4679	1.4841	1.3774	
C	1.1842	1.4691	1.3821	1.3936	1.5298	1.4709	1.4897	1.3829	1.4676	1.4648	1.4764	1.4502	
D	1.3975	1.6199	1.4864	1.4024	1.4629	1.4921	1.5091	1.3435	1.4644	1.4577	1.4738	1.4428	
E	1.1219	1.3197	1.1239	1.0662	1.2135	1.4252	1.2046	0.85088	1.0304	0.83928	0.87134	1.242	
F	1.1097	1.2581	1.0944	1.2101	1.1878	1.3768	1.3132	1.0473	1.0644	0.9386	0.8569	1.3596	
G	1.1375	1.3118	1.0436	1.2417	1.1894	1.4509	1.3803	0.91832	1.117	0.83164	1.2103	1.2441	
H	1.1818	1.3317	1.1469	1.3013	1.1743	1.4352	1.3054	1.1073	1.2951	1.1615	0.84022	1.2612	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	1.1476	1.3753	1.3661	1.3385	1.458	1.3765	1.4145	1.305	1.4457	1.5059	1.4543	1.2714	
B	1.2206	1.3813	1.4171	1.4071	1.5192	1.4934	1.483	1.3888	1.4726	1.469	1.4863	1.375	
C	1.1846	1.4696	1.389	1.3942	1.5314	1.431	1.4931	1.3837	1.469	1.4645	1.4786	1.4509	
D	1.4002	1.626	1.4924	1.4028	1.4612	1.4912	1.509	1.3452	1.4676	1.4572	1.4744	1.443	
E	1.1243	1.3326	1.1286	1.0869	1.2115	1.4366	1.2033	0.79482	1.029	0.85752	0.86524	1.2633	
F	1.1215	1.2822	1.1199	1.2135	1.188	1.4056	1.3202	1.0431	1.078	0.96892	0.85482	1.3614	
G	1.1441	1.3321	1.0234	1.2443	1.1869	1.4503	1.3774	0.9278	1.1099	0.85906	1.2117	1.2581	
H	1.1872	1.3397	1.1601	1.3018	1.2133	1.4317	1.3063	1.1075	1.2936	1.1697	0.83284	1.2745	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	1.1323	1.3699	1.3574	1.3374	1.4569	1.3701	1.4037	1.3024	1.4417	1.5046	1.4532	1.2593	
B	1.2139	1.3813	1.4082	1.4078	1.5193	1.4909	1.4797	1.3889	1.4741	1.4686	1.4882	1.3731	
C	1.1839	1.4701	1.4037	1.3947	1.5314	1.4593	1.4915	1.3832	1.4687	1.4634	1.4793	1.4497	
D	1.4013	1.6318	1.5003	1.4012	1.4591	1.4911	1.5078	1.3462	1.4694	1.4582	1.475	1.4443	
E	1.1405	1.3372	1.131	1.0953	1.2107	1.4275	1.2074	0.84848	1.0352	0.83226	0.85228	1.2718	
F	1.1325	1.2819	1.1053	1.2277	1.1883	1.4176	1.3259	1.0441	1.0884	1.0177	0.85268	1.3656	
G	1.1568	1.3305	0.99378	1.2557	1.1843	1.4515	1.3813	0.92632	1.1107	0.90946	1.2146	1.2626	
H	1.1972	1.3446	1.1799	1.3047	1.231	1.4352	1.2986	1.1143	1.2934	1.1708	0.83172	1.2817	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	1.1137	1.3641	1.349	1.3369	1.456	1.3658	1.3961	1.3032	1.4425	1.5068	1.4555	1.2465	
B	1.2081	1.3826	1.4079	1.4106	1.5202	1.4901	1.4796	1.3888	1.474	1.4698	1.4799	1.3712	
C	1.1813	1.4712	1.4302	1.3963	1.5329	1.4475	1.492	1.3829	1.4676	1.4635	1.483	1.4495	
D	1.4023	1.6387	1.5055	1.4023	1.4574	1.4901	1.5061	1.3492	1.4712	1.4607	1.4802	1.4432	
E	1.1526	1.3429	1.1375	1.0927	1.2099	1.4403	1.2105	0.84312	1.0364	0.83324	0.84438	1.282	
F	1.1548	1.2874	1.1015	1.2529	1.1907	1.4016	1.335	1.0387	1.0983	0.99082	0.83984	1.3683	
G	1.1738	1.3314	0.98906	1.2742	1.1817	1.4421	1.3787	0.92718	1.1064	0.97424	1.2183	1.2723	
H	1.2157	1.3509	1.1932	1.314	1.2335	1.4387	1.297	1.1213	1.2939	1.1781	0.83622	1.2938	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	1.0981	1.3566	1.3381	1.335	1.4553	1.3597	1.3847	1.3017	1.44	1.506	1.454	1.2355	
B	1.2032	1.3803	1.4035	1.4091	1.5203	1.4918	1.4809	1.388	1.4724	1.4697	1.4801	1.369	
C	1.172	1.4705	1.427	1.3958	1.5326	1.4297	1.4907	1.3823	1.4668	1.4633	1.4867	1.4489	
D	1.4045	1.6423	1.5061	1.4004	1.454	1.4913	1.5053	1.3543	1.4707	1.4602	1.4821	1.4425	
E	1.1505	1.3454	1.1263	1.1075	1.207	1.4342	1.2068	0.81282	1.0323	0.8467	0.83966	1.2806	
F	1.1532	1.2964	1.105	1.2411	1.1869	1.376	1.3422	1.0504	1.1091	0.97952	0.82212	1.362	
G	1.1757	1.3381	0.99634	1.2659	1.1792	1.4405	1.3762	0.9263	1.1072	1.0105	1.2242	1.2698	
H	1.2172	1.3488	1.203	1.3077	1.2078	1.4407	1.2935	1.1349	1.292	1.1854	0.838	1.2884	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	1.0786	1.3487	1.3261	1.3365	1.4538	1.3522	1.3704	1.3	1.4379	1.5051	1.4564	1.2178	
B	1.199	1.38	1.4027	1.4093	1.5196	1.4911	1.4809	1.3889	1.4751	1.4711	1.4818	1.3662	
C	1.1591	1.4721	1.4085	1.3971	1.5243	1.4512	1.4894	1.3824	1.4657	1.4631	1.4872	1.4489	
D	1.4061	1.6489	1.5135	1.4019	1.4514	1.4915	1.5025	1.3378	1.4726	1.4612	1.4824	1.4422	
E	1.1586	1.3522	1.1308	1.1162	1.2067	1.4363	1.2256	0.80622	1.0312	0.88658	0.83642	1.2986	
F	1.1672	1.3053	1.076	1.2612	1.1908	1.4262	1.3483	1.0296	1.1115	0.99466	0.81858	1.367	
G	1.1882	1.3438	1.0748	1.2801	1.1781	1.4465	1.3787	0.92924	1.1096	1.0481	1.2225	1.2853	
H	1.2297	1.3522	1.2242	1.3127	1.2126	1.4311	1.3051	1.1547	1.2917	1.1321	0.83588	1.3026	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	1.0613	1.3424	1.3131	1.3383	1.4512	1.3468	1.3574	1.299	1.4387	1.505	1.4558	1.1952	
B	1.1971	1.3797	1.3966	1.41	1.5216	1.4917	1.4821	1.39	1.4756	1.4711	1.483	1.3645	
C	1.1427	1.4735	1.3975	1.3973	1.524	1.4732	1.4892	1.3814	1.4654	1.4633	1.4887	1.4485	
D	1.4087	1.654	1.5173	1.4011	1.4496	1.4922	1.5011	1.3357	1.4729	1.4629	1.4871	1.4438	
E	1.1657	1.3542	1.1257	1.114	1.2084	1.436	1.224	0.80332	1.0368	0.91596	0.8293	1.3089	
F	1.1733	1.3153	1.0746	1.2619	1.1937	1.38	1.3502	1.0067	1.106	1.0055	0.81808	1.3682	
G	1.1862	1.3462	1.0068	1.2812	1.1752	1.4451	1.3789	0.92538	1.1147	1.0654	1.2215	1.2951	
H	1.2388	1.3522	1.2268	1.3124	1.1886	1.4252	1.3023	1.1635	1.2914	1.1322	0.8349	1.3101	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	1.0357	1.3323	1.3004	1.3405	1.4515	1.3406	1.3361	1.2951	1.4358	1.5033	1.4537	1.1636	
B	1.1985	1.3801	1.3932	1.4095	1.5209	1.4894	1.4816	1.3899	1.4769	1.4719	1.4859	1.3649	
C	1.1248	1.4734	1.3918	1.398	1.5237	1.4357	1.4885	1.3815	1.464	1.4626	1.4976	1.4486	
D	1.4109	1.6581	1.5194	1.4006	1.4464	1.4961	1.4945	1.3362	1.4733	1.4638	1.4882	1.4522	
E	1.1536	1.3501	1.1302	1.1177	1.2114	1.4332	1.2258	0.801	1.0345	0.95296	0.82174	1.3059	
F	1.1709	1.3168	1.0815	1.2548	1.1943	1.2815	1.3517	0.9926	1.1061	1.0069	0.81146	1.3647	
G	1.1944	1.3447	0.99288	1.2706	1.1735	1.4371	1.3784	0.92652	1.1151	1.0256	1.2211	1.2966	
H	1.2372	1.3487	1.2221	1.3087	1.1239	1.4273	1.291	1.1697	1.2925	1.1348	0.8373	1.3069	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	1.0117	1.3228	1.286	1.3419	1.4503	1.3327	1.3104	1.2959	1.4362	1.5024	1.4492	1.1336	
