<>	1	2	3	4	5	6	7	8	9	10	11	12	
H	1.621	1.5896	1.5946	1.5864	1.5963	1.598	1.4139	1.3526	1.3896	1.4013	1.356	1.3687	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	1.3526	1.3043	1.3138	1.357	1.4137	1.295	1.2988	1.1852	1.1865	1.2294	1.1833	1.2527	
B	1.468	1.4876	1.5107	1.4712	1.4895	1.5139	1.4072	1.3512	1.3805	1.3284	1.3649	1.3181	
C	1.5005	1.4489	1.3646	1.2913	1.5471	1.3506	1.2029	1.2062	1.176	1.2201	1.1617	1.1948	
D	1.528	1.5156	1.522	1.5247	1.5251	1.5101	1.2494	1.1103	1.1502	0.77466	1.2136	1.1083	
E	1.5241	1.4866	1.5236	1.5229	1.4887	1.5214	1.2603	1.2052	1.2013	1.1325	1.1998	1.185	
F	1.4942	1.5121	1.5588	1.5526	1.5515	1.5257	1.3639	1.1012	1.1007	1.126	1.1964	1.2181	
G	1.5921	1.5866	1.612	1.5986	1.6161	1.564	1.4022	1.3811	1.4088	1.4069	1.3253	1.3657	
H	1.6193	1.5885	1.5936	1.5865	1.5987	1.5969	1.4124	1.3501	1.3869	1.401	1.3555	1.3663	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	1.3507	1.3034	1.3132	1.3567	1.4162	1.2905	1.2975	1.1901	1.1958	1.2185	1.1924	1.252	
B	1.4684	1.4887	1.5113	1.4728	1.4906	1.5131	1.4144	1.3486	1.3635	1.3256	1.3665	1.3177	
C	1.5078	1.4597	1.3777	1.3076	1.547	1.3601	1.2054	1.2082	1.1761	1.2176	1.1594	1.1971	
D	1.5296	1.5174	1.5234	1.526	1.5254	1.511	1.2531	1.168	1.1592	0.75962	1.2003	1.0936	
E	1.5256	1.486	1.5252	1.524	1.4905	1.5227	1.2578	1.2038	1.1995	1.1358	1.1962	1.1823	
F	1.4957	1.5158	1.5611	1.5584	1.5537	1.5278	1.3678	1.1954	1.0944	1.1194	1.1995	1.2166	
G	1.567	1.5836	1.6141	1.6012	1.6157	1.5664	1.3997	1.3807	1.4072	1.4067	1.3274	1.3638	
H	1.6202	1.5887	1.5926	1.5878	1.6024	1.5969	1.4099	1.3497	1.383	1.399	1.3559	1.3668	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	1.3488	1.3043	1.3118	1.3532	1.4171	1.2861	1.2977	1.1953	1.1976	1.1894	1.203	1.2541	
B	1.4678	1.4886	1.5116	1.4717	1.4904	1.5139	1.401	1.3477	1.3549	1.3257	1.3726	1.3262	
C	1.5197	1.4758	1.3808	1.3189	1.5425	1.3702	1.2037	1.204	1.1715	1.2142	1.1583	1.1955	
D	1.5268	1.517	1.5212	1.5242	1.5241	1.5099	1.2639	1.1883	1.194	0.75882	1.1842	1.0788	
E	1.525	1.4853	1.5255	1.5228	1.4872	1.5225	1.2549	1.202	1.1942	1.1484	1.1922	1.1778	
F	1.494	1.5151	1.5611	1.5605	1.5537	1.5283	1.3636	1.1874	1.1095	1.1107	1.1954	1.2121	
G	1.5871	1.5795	1.6136	1.5995	1.6134	1.5651	1.3987	1.3814	1.4054	1.4059	1.3263	1.3587	
H	1.6197	1.5854	1.5896	1.5857	1.6021	1.5965	1.4058	1.3495	1.379	1.3974	1.3556	1.3648	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	1.3483	1.3054	1.3117	1.352	1.4152	1.2842	1.2988	1.1971	1.1996	1.1753	1.2069	1.2552	
B	1.4693	1.4873	1.5131	1.4736	1.4894	1.5148	1.4019	1.3514	1.3534	1.3259	1.3771	1.327	
C	1.526	1.4957	1.3891	1.3269	1.5431	1.3769	1.2057	1.2048	1.1735	1.2142	1.16	1.1978	
D	1.5286	1.5186	1.523	1.525	1.5267	1.5116	1.2703	1.1673	1.1794	0.74606	1.1651	1.0658	
E	1.5273	1.4869	1.5263	1.5247	1.4913	1.5253	1.2572	1.2036	1.1951	1.1475	1.1909	1.1782	
F	1.496	1.5164	1.5638	1.5611	1.5575	1.5299	1.3696	1.1779	1.1148	1.1029	1.1925	1.2103	
G	1.5673	1.5769	1.6148	1.6041	1.6157	1.5679	1.3974	1.383	1.4031	1.4056	1.3172	1.3576	
H	1.6197	1.5856	1.5885	1.5874	1.6059	1.5959	1.4054	1.3545	1.3774	1.397	1.3579	1.364	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	1.3452	1.3027	1.3099	1.3514	1.4073	1.2762	1.296	1.2006	1.2029	1.1737	1.215	1.2531	
B	1.4667	1.4868	1.5115	1.4724	1.4878	1.5141	1.386	1.3513	1.3546	1.3242	1.3724	1.3256	
C	1.5289	1.5103	1.397	1.339	1.5392	1.3826	1.2051	1.203	1.1713	1.2121	1.1577	1.1945	
D	1.5295	1.5217	1.5232	1.5258	1.5283	1.5116	1.27	1.1695	1.1866	0.73414	1.1537	1.0533	
E	1.5272	1.485	1.5263	1.5237	1.4908	1.5245	1.2539	1.1988	1.1904	1.1642	1.1851	1.1728	
F	1.4961	1.5176	1.5647	1.5623	1.5587	1.5323	1.3619	1.1716	1.1103	1.0932	1.187	1.2073	
G	1.5638	1.5723	1.6163	1.604	1.6141	1.5691	1.3933	1.3813	1.3974	1.402	1.3114	1.355	
H	1.6184	1.5838	1.5863	1.5878	1.607	1.5945	1.4028	1.3609	1.3676	1.3904	1.3563	1.3625	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	1.344	1.3001	1.3102	1.3485	1.409	1.2741	1.2948	1.2015	1.2021	1.1703	1.2167	1.2525	
B	1.4673	1.4874	1.5112	1.4731	1.4895	1.5151	1.3878	1.3553	1.3542	1.3242	1.3565	1.3254	
C	1.5315	1.5201	1.4098	1.3609	1.534	1.3863	1.2065	1.2014	1.1693	1.2091	1.1578	1.1961	
D	1.5288	1.5207	1.5237	1.5254	1.5281	1.5119	1.2681	1.1711	1.1882	0.74066	1.1378	1.0432	
E	1.5279	1.484	1.5268	1.5239	1.49	1.5255	1.2516	1.2002	1.1967	1.1776	1.1827	1.1695	
F	1.4966	1.5213	1.5669	1.5628	1.5603	1.533	1.3662	1.1614	1.1057	1.0859	1.1836	1.2057	
G	1.5815	1.5695	1.6155	1.6044	1.6134	1.5688	1.3925	1.375	1.3903	1.3971	1.306	1.3493	
H	1.6178	1.5809	1.5839	1.5864	1.607	1.5949	1.4009	1.3583	1.3226	1.3917	1.3582	1.3586	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	1.3428	1.2963	1.3086	1.3459	1.4118	1.2738	1.2899	1.2036	1.1999	1.1699	1.2186	1.2523	
B	1.4658	1.4877	1.5117	1.4745	1.4896	1.5157	1.4046	1.357	1.3536	1.3224	1.3568	1.3263	
C	1.5321	1.5249	1.4168	1.3847	1.4972	1.389	1.2013	1.2007	1.1666	1.206	1.1569	1.1959	
D	1.5292	1.5207	1.5253	1.5259	1.5277	1.5114	1.2649	1.164	1.1797	0.89366	1.125	1.0483	
E	1.5307	1.4843	1.527	1.5253	1.4908	1.5265	1.2553	1.2002	1.1999	1.1934	1.1812	1.17	
F	1.4961	1.5202	1.5677	1.5623	1.5616	1.5341	1.356	1.1529	1.1021	1.0756	1.1793	1.2148	
G	1.5631	1.5661	1.618	1.6291	1.6132	1.5694	1.3888	1.3722	1.3893	1.3979	1.3007	1.3486	
H	1.6171	1.5794	1.5808	1.5859	1.609	1.5922	1.3973	1.3597	1.3162	1.3913	1.3565	1.3578	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	1.3411	1.2936	1.3051	1.3424	1.4166	1.2732	1.2828	1.2117	1.2061	1.1747	1.2188	1.2543	
B	1.4651	1.4888	1.5114	1.4738	1.4905	1.5163	1.4109	1.3582	1.3536	1.3215	1.3577	1.3243	
C	1.5325	1.5276	1.4251	1.404	1.4756	1.3928	1.2039	1.2	1.1649	1.2062	1.1553	1.1964	
D	1.5283	1.5215	1.525	1.5253	1.5286	1.5121	1.2636	1.166	1.1654	0.92478	1.115	1.0704	
E	1.5301	1.484	1.5294	1.5257	1.491	1.5272	1.2517	1.1961	1.1988	1.1901	1.1775	1.1715	
F	1.4968	1.522	1.5705	1.5639	1.5622	1.5373	1.3581	1.1503	1.1059	1.0758	1.1751	1.2158	
G	1.5962	1.5623	1.6177	1.6479	1.6144	1.5715	1.3853	1.3691	1.384	1.3988	1.2963	1.3445	
H	1.6184	1.5764	1.5768	1.5862	1.6094	1.5922	1.3958	1.3583	1.317	1.3929	1.3587	1.359	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	1.3394	1.2906	1.3021	1.3432	1.4187	1.268	1.2588	1.2148	1.2092	1.1743	1.2205	1.2564	
B	1.464	1.4881	1.5122	1.4726	1.4897	1.5158	1.4153	1.358	1.3525	1.322	1.3664	1.3241	
C	1.5324	1.5286	1.4346	1.4283	1.4784	1.3947	1.2051	1.2012	1.1607	1.2038	1.1546	1.1955	
D	1.5301	1.5256	1.5252	1.5268	1.527	1.5134	1.2614	1.1691	1.1617	1.0095	1.1039	1.0836	
E	1.5309	1.483	1.5283	1.526	1.4877	1.528	1.2485	1.1941	1.1987	1.1873	1.1765	1.1714	
F	1.4981	1.5242	1.5723	1.5653	1.5656	1.5374	1.3584	1.1435	1.1023	1.07	1.1693	1.214	
G	1.58	1.5603	1.6173	1.6467	1.6126	1.5713	1.3835	1.3656	1.3811	1.3981	1.2966	1.3418	
H	1.6174	1.5731	1.5731	1.5865	1.6095	1.5911	1.3928	1.3574	1.3157	1.3846	1.3569	1.3561	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	1.3366	1.2846	1.2996	1.3392	1.4227	1.2672	1.2452	1.2148	1.2102	1.1792	1.2155	1.2551	
B	1.4634	1.4876	1.5131	1.4721	1.4904	1.5154	1.423	1.359	1.3527	1.3116	1.367	1.324	
C	1.5328	1.5282	1.4437	1.4576	1.4784	1.3981	1.2022	1.1989	1.1607	1.1997	1.1814	1.2201	
D	1.5306	1.5268	1.5276	1.5275	1.5286	1.5134	1.2413	1.1541	1.1551	1.0133	1.092	1.1176	
E	1.5323	1.4816	1.5304	1.5271	1.4895	1.5282	1.2365	1.193	1.1988	1.1842	1.1766	1.1717	
F	1.498	1.5268	1.5742	1.5665	1.5669	1.5396	1.3578	1.1351	1.0981	1.0602	1.1656	1.2202	
G	1.5868	1.557	1.6211	1.6463	1.612	1.5728	1.3836	1.3631	1.3771	1.4004	1.299	1.3397	
H	1.6155	1.5687	1.5676	1.5864	1.6115	1.5885	1.3919	1.3565	1.3139	1.3821	1.3589	1.3567	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	1.336	1.2819	1.2968	1.3391	1.425	1.268	1.2411	1.2164	1.214	1.1781	1.2179	1.2534	
B	1.4625	1.4887	1.5121	1.4721	1.4913	1.5156	1.4228	1.3584	1.3537	1.2959	1.362	1.3222	
C	1.5329	1.5299	1.4534	1.4733	1.4792	1.4045	1.2006	1.1952	1.1584	1.1966	1.1962	1.2359	
D	1.5316	1.5338	1.5287	1.5282	1.5297	1.5152	1.1983	1.1596	1.1475	1.1429	1.0814	1.1064	
E	1.5324	1.4804	1.5325	1.5277	1.4875	1.5295	1.2152	1.1932	1.1992	1.1848	1.1776	1.173	
F	1.4996	1.526	1.5757	1.5675	1.5691	1.5422	1.3505	1.1271	1.1234	1.052	1.1643	1.2183	
G	1.5881	1.5552	1.6238	1.6462	1.6108	1.573	1.3807	1.3575	1.3506	1.3949	1.2963	1.3351	
H	1.6156	1.5659	1.5646	1.5871	1.6124	1.5879	1.3924	1.3564	1.3072	1.3932	1.3559	1.3555	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	1.3331	1.2759	1.2927	1.3363	1.4298	1.2689	1.245	1.2235	1.2193	1.1843	1.2223	1.256	
B	1.4608	1.4887	1.5129	1.4718	1.4919	1.516	1.4259	1.3583	1.3538	1.2789	1.3586	1.3232	
C	1.5333	1.5294	1.4619	1.4818	1.4789	1.4069	1.1992	1.1905	1.1556	1.192	1.204	1.2665	
D	1.5317	1.5325	1.5279	1.5271	1.5286	1.5161	1.1852	1.1481	1.1543	1.1832	1.0698	1.1523	
E	1.5336	1.4802	1.5346	1.5274	1.4863	1.5312	1.2016	1.1896	1.195	1.1816	1.1759	1.1705	
F	1.5009	1.5281	1.5784	1.5684	1.5704	1.5432	1.3355	1.1228	1.1416	1.0453	1.1596	1.2158	
G	1.589	1.5514	1.6531	1.6454	1.6102	1.5742	1.3768	1.3543	1.3222	1.3927	1.2965	1.3333	
H	1.6159	1.5631	1.5613	1.587	1.6138	1.5879	1.3925	1.3561	1.3064	1.3857	1.3554	1.3565	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	1.3321	1.27	1.2887	1.337	1.4348	1.267	1.2456	1.2268	1.2186	1.1832	1.2241	1.2584	
B	1.4598	1.489	1.5135	1.4716	1.4923	1.5159	1.432	1.3593	1.3539	1.2808	1.3578	1.3242	
C	1.5321	1.5306	1.4706	1.4917	1.4816	1.412	1.1945	1.1849	1.1529	1.1889	1.2493	1.2846	
D	1.5314	1.5314	1.5282	1.5278	1.5315	1.5164	1.1686	1.1604	1.155	1.168	1.0609	1.1801	
E	1.5346	1.4788	1.5346	1.5282	1.4865	1.5313	1.1866	1.1919	1.196	1.1801	1.1746	1.1747	
F	1.5009	1.5305	1.5811	1.57	1.5738	1.5464	1.3347	1.1134	1.1204	1.0702	1.1613	1.2156	
G	1.5902	1.5491	1.6523	1.6442	1.6084	1.5749	1.3754	1.3275	1.3187	1.3906	1.2943	1.3301	
H	1.6143	1.5599	1.5573	1.587	1.6142	1.5844	1.391	1.3553	1.305	1.3694	1.3556	1.3544	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	1.3291	1.2638	1.2854	1.3347	1.4397	1.2626	1.2534	1.2305	1.2215	1.1893	1.2286	1.2583	
B	1.4576	1.4878	1.5142	1.4703	1.4928	1.5157	1.4345	1.3583	1.3543	1.2853	1.3595	1.3258	
C	1.5325	1.5305	1.4807	1.4986	1.4838	1.4184	1.1865	1.1886	1.1507	1.1839	1.2568	1.2869	
D	1.531	1.5342	1.5287	1.529	1.5313	1.5172	1.1572	1.1533	1.1476	1.1553	1.0585	1.1761	
E	1.535	1.4769	1.5351	1.5278	1.4828	1.5326	1.1781	1.19	1.1946	1.1785	1.1756	1.1786	
F	1.5022	1.5323	1.5836	1.5735	1.5749	1.5487	1.3191	1.1075	1.1337	1.0823	1.1658	1.2145	
G	1.5922	1.5454	1.6522	1.6445	1.6084	1.5791	1.3801	1.3095	1.3196	1.3537	1.2987	1.3281	
H	1.6137	1.5572	1.5538	1.5895	1.6151	1.5852	1.3915	1.355	1.3047	1.3558	1.3553	1.3535	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	1.3286	1.2564	1.28	1.3335	1.4434	1.2613	1.2554	1.2336	1.2275	1.1938	1.2305	1.2571	
B	1.4559	1.4876	1.5126	1.4698	1.4919	1.5168	1.4371	1.3568	1.3542	1.2876	1.3589	1.327	
C	1.5325	1.5298	1.4875	1.5047	1.4873	1.4274	1.1823	1.1822	1.1464	1.1801	1.274	1.288	
D	1.5325	1.5388	1.5284	1.5301	1.532	1.5161	1.1503	1.154	1.1679	1.1421	1.0398	1.1677	
E	1.5366	1.4773	1.5352	1.5276	1.4832	1.5338	1.1792	1.1903	1.1931	1.1809	1.18	1.1815	
F	1.5027	1.533	1.5836	1.573	1.5759	1.5503	1.2988	1.1021	1.1356	1.1219	1.1691	1.2126	
G	1.5933	1.5396	1.6511	1.643	1.6077	1.586	1.3828	1.3099	1.3176	1.354	1.3005	1.3243	
H	1.6131	1.5532	1.5484	1.5915	1.6175	1.5839	1.3894	1.3547	1.3035	1.3615	1.3555	1.3529	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	1.324	1.2515	1.272	1.3331	1.448	1.2564	1.2576	1.2373	1.2269	1.1934	1.2375	1.26	
B	1.4534	1.4868	1.5134	1.4686	1.4925	1.5169	1.4418	1.3535	1.3527	1.3115	1.3588	1.3258	
C	1.5296	1.5292	1.4939	1.5106	1.4901	1.436	1.1805	1.1802	1.1422	1.1708	1.2829	1.2878	
D	1.5336	1.5391	1.5283	1.5296	1.532	1.5185	1.1427	1.146	1.1653	1.1323	1.0295	1.1641	
E	1.5366	1.4754	1.5336	1.5276	1.4809	1.5347	1.1772	1.1919	1.1926	1.1835	1.182	1.184	
F	1.5012	1.5362	1.5862	1.5753	1.5786	1.5526	1.299	1.0959	1.1442	1.1351	1.1733	1.2155	
G	1.5928	1.5383	1.6518	1.6422	1.6045	1.6282	1.38	1.3099	1.3172	1.3532	1.3004	1.3216	
H	1.6121	1.5507	1.5471	1.5936	1.618	1.5808	1.389	1.3555	1.3047	1.3658	1.3559	1.356	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	1.3225	1.2427	1.266	1.3316	1.4549	1.251	1.2598	1.2378	1.2299	1.1982	1.2444	1.261	
B	1.4517	1.4865	1.5136	1.468	1.4932	1.517	1.4418	1.3541	1.3529	1.3391	1.3578	1.3259	
C	1.5267	1.5283	1.4981	1.5135	1.4939	1.439	1.2171	1.1731	1.138	1.159	1.2827	1.2878	
D	1.5327	1.5389	1.5286	1.531	1.531	1.5195	1.1317	1.1398	1.1613	1.1216	1.0204	1.1584	
E	1.5367	1.473	1.5346	1.527	1.4805	1.5352	1.1842	1.1925	1.1914	1.1805	1.1823	1.1869	
F	1.5027	1.5366	1.5877	1.5761	1.5807	1.5542	1.2808	1.089	1.1492	1.1284	1.1713	1.2128	
G	1.5952	1.535	1.6508	1.6425	1.6036	1.6295	1.3772	1.3058	1.3183	1.353	1.3013	1.3176	
H	1.6122	1.5496	1.5452	1.6264	1.6192	1.5782	1.3882	1.3537	1.3056	1.3631	1.3559	1.3585	
